-1.45473309588283,0,-4.78369643892076
-1.46495312063043,0,-4.78057657133061
-1.47544021693108,0,-4.77735032902784
-1.48618363727021,0,-4.7740190821058
-1.4971725017467,0,-4.77058429335585
-1.50839580379036,0,-4.76704752431813
-1.51984241595499,0,-4.76341044112977
-1.53150109578163,0,-4.75967482015522
-1.54336049172638,0,-4.75584255338401
-1.55540914914636,0,-4.75191565358139
-1.56763551633738,0,-4.74789625917813
-1.58002795061588,0,-4.74378663888592
-1.59257472443787,0,-4.7395891960255
-1.60526403154668,0,-4.73530647255513
-1.61808399314139,0,-4.73094115278764
-1.63102266405703,0,-4.72649606678481
-1.64406803894774,0,-4.72197419341852
-1.6572080584633,0,-4.71737866308867
-1.67043061540964,0,-4.71271276008863
-1.68372356088326,0,-4.70797992460956
-1.69707471036969,0,-4.70318375437571
-1.71047184979554,0,-4.69832800590349
-1.72390274152382,0,-4.69341659537768
-1.73735513028214,0,-4.68845359913931
-1.75081674901303,0,-4.68344325377979
-1.76427532463603,0,-4.67838995583742
-1.77771858371078,0,-4.67329826109241
-1.79113425799082,0,-4.6681728834579
-1.80451008985764,0,-4.66301869346478
-1.81783383762472,0,-4.65784071633913
-1.83109328070164,0,-4.65264412967178
-1.84427622460843,0,-4.6474342606802
-1.8573705058307,0,-4.64221658306355
-1.87036399650638,0,-4.63699671345287
-1.8832446089353,0,-4.63178040745847
-1.89600029990331,0,-4.62657355531786
-1.908619074813,0,-4.62138217714787
-1.92108899161367,0,-4.6162124178054
-1.93339816452371,0,-4.61107054136199
-1.94553476753919,0,-4.60596292519775
-1.95748703772298,0,-4.60089605372111
-1.96924327826949,0,-4.59587651172118
-1.98079186134075,0,-4.59091097736018
-1.99212123067035,0,-4.58600621481398
-2.00321990393239,0,-4.58116906656904
-2.01407647487354,0,-4.57640644538496
-2.02467961520695,0,-4.57172532593171
-2.03501807626787,0,-4.56713273611169
-2.04508069043125,0,-4.56263574807646
-2.05485637229294,0,-4.55824146894908
-2.06433411961674,0,-4.55395703126261
-2.07350301405047,0,-4.54978958312619
-2.08235222161526,0,-4.54574627813014
-2.09087099297309,0,-4.54183426500172
-2.09904866347857,0,-4.5380606770237
-2.10687465302188,0,-4.5344326212277
-2.11433846567081,0,-4.53095716737477
-2.12142968912052,0,-4.52764133673572
-2.12813799396088,0,-4.52449209068379
-2.13445313277202,0,-4.52151631911239
-2.14036493905939,0,-4.51872082869093
-2.14586332604101,0,-4.51611233097143
-2.15093828529993,0,-4.51369743035917
-2.15557988531621,0,-4.5114826119603
-2.15977826989311,0,-4.50947422931959
-2.16352365649337,0,-4.50767849206147
-2.16680633450195,0,-4.50610145344756
-2.1696166634324,0,-4.50474899786397
-2.17194507109481,0,-4.50362682825153
-2.17378205174372,0,-4.50274045349239
-2.17511816422523,0,-4.50209517576622
-2.17594403014294,0,-4.50169607788946
-2.17625033206291,0,-4.50154801065101
-2.17602781177836,0,-4.50165558015794
-2.17526726865507,0,-4.50202313520465
-2.17395955807912,0,-4.50265475467933
-2.17209559002855,0,-4.50355423502133
-2.16966632779099,0,-4.50472507774336
-2.16666278684957,0,-4.50617047703271
-2.16307603395922,0,-4.50789330744542
-2.15889718643595,0,-4.509896111708
-2.1541174116814,0,-4.51218108864117
-2.14872792696497,0,-4.51475008122053
-2.1427199994858,0,-4.51760456478913
-2.13608494673648,0,-4.52074563543734
-2.1288141371903,0,-4.52417399856578
-2.1208989913333,0,-4.52788995764709
-2.11233098306212,0,-4.5318934032031
-2.10310164146808,0,-4.53618380201401
-2.09320255302729,0,-4.5407601865767
-2.08262536421612,0,-4.54562114482979
-2.07136178457032,0,-4.55076481016341
-2.0594035902057,0,-4.5561888517321
-2.04674262781689,0,-4.5618904650898
-2.03337081917026,0,-4.56786636316638
-2.01928016610557,0,-4.57411276760561
-2.00446275606,0,-4.580625400485
-1.98891076812722,0,-4.58739947643843
-1.97261647966229,0,-4.59442969520318
-1.95557227344254,0,-4.60171023461308
-1.93777064539248,0,-4.60923474406058
-1.91920421287975,0,-4.61699633845042
-1.89986572358723,0,-4.62498759266859
-1.87974806496488,0,-4.63320053659031
-1.85884427426324,0,-4.64162665065155
-1.83714754914833,0,-4.65025686200862
-1.81465125889628,0,-4.65908154131114
-1.79134895616382,0,-4.6680905001136
-1.7672343893286,0,-4.6772729889514
-1.74230151539162,0,-4.68661769610708
-1.7165445134316,0,-4.69611274709284
-1.68995779859895,0,-4.70574570487554
-1.66253603663512,0,-4.7155035708702
-1.63427415890023,0,-4.72537278672815
-1.60516737789019,0,-4.73533923694566
-1.5752112032217,0,-4.74538825231875
-1.54440145806144,0,-4.75550461426941
-1.51273429597313,0,-4.76567256006817
-1.48020621815397,0,-4.77587578897717
-1.44681409102936,0,-4.78609746933751
-1.41255516417243,0,-4.79632024662343
-1.3774270885126,0,-4.80652625248544
-1.34142793479473,0,-4.81669711480308
-1.30455621224855,0,-4.82681396876695
-1.26681088742501,0,-4.83685746900831
-1.22819140315467,0,-4.84680780279319
-1.18869769758035,0,-4.85664470429608
-1.14833022321458,0,-4.86634746996677
-1.10708996596994,0,-4.87589497500189
-1.06497846410864,0,-4.88526569093072
-1.02199782705555,0,-4.8944377043225
-0.978150754017182,0,-4.90338873662038
-0.933440552347455,0,-4.91209616510439
-0.887871155599481,0,-4.92053704498345
-0.841447141201102,0,-4.92868813261343
-0.794173747690783,0,-4.93652590983566
-0.746056891449235,0,-4.94402660942688
-0.697103182861232,0,-4.95116624164901
-0.647319941841396,0,-4.95792062188318
-0.596715212657043,0,-4.96426539932986
-0.54529777798093,0,-4.97017608675277
-0.493077172106541,0,-4.97562809124109
-0.440063693258682,0,-4.98059674596082
-0.386268414932388,0,-4.98505734286233
-0.331703196193789,0,-4.98898516630736
-0.276380690877341,0,-4.99235552757515
-0.22031435561484,0,-4.99514380020336
-0.163518456633053,0,-4.99732545611554
-0.106008075258286,0,-4.99887610248344
-0.0477991120680722,0,-4.99977151926821
0.0110917103676115,0,-4.99998769738098
0.070646846211019,0,-4.99950087739971
0.130847926599711,0,-4.99828758877524
0.191675761457771,0,-4.9963246894562
0.253110342921658,0,-4.99358940585888
0.315130850423659,0,-4.99005937310482
0.377715657472255,0,-4.98571267544574
0.440842340164701,0,-4.98052788679253
0.504487687462777,0,-4.97448411126204
0.568627713258409,0,-4.96756102365281
0.633237670250941,0,-4.95973890975877
0.698292065652997,0,-4.95099870642743
0.763764678736829,0,-4.9413220412673
0.829628580227569,0,-4.93069127190799
0.895856153544469,0,-4.91908952471456
0.962419117885506,0,-4.90650073285722
1.02928855314493,0,-4.89290967363642
1.09643492664752,0,-4.87830200496315
1.16382812167726,0,-4.86266430089444
1.23143746777214,0,-4.84598408612399
1.29923177275063,0,-4.82824986932897
1.36717935642932,0,-4.80945117527494
